skuId,sku,countryCode,fnsku,skuAcquisitionCostExc,skuAcquisitionCostInc,skuAfnTotalQuantity,skuAverageSellingPriceInc,skuAverageNetMargin,skuAverageNetMarginPercentage,skuAverageReturnOnInvestmentRate,skuAverageDailyReturnOnInvestmentRate,isActive,numberOfActiveDays,numberOfUnitSold,skuAverageUnitSoldPerDay,skuRestockAlertQuantity,skuIsTest
,"Expodif-juil.20-2,6375-050",FR,null,2.92,3.08,0,10.00,1.55,0.15500,0.53080,0.00262,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,275-051",FR,null,5.42,5.72,0,16.46,2.27,0.13790,0.41880,0.01858,FALSE,null,1,0.05,1,FALSE
,"Expodif-juil.20-5,8025-052",FR,null,5.92,6.24,0,22.00,7.06,0.33780,1.19260,0.00175,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-2,6375-053",FR,null,2.92,3.08,0,10.15,1.10,0.10840,0.37670,0.11245,FALSE,null,1,0.33,1,FALSE
,"Expodif-juil.20-3,6925-054",FR,null,3.92,4.13,0,13.90,3.85,0.27700,0.98210,0.00367,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-2,6375-055",FR,null,2.92,3.08,0,9.82,0.83,0.08450,0.28420,0.00157,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-1,7935-056",FR,null,2.12,2.23,0,7.00,0.19,0.02710,0.08960,0.00232,FALSE,null,1,0.03,1,FALSE
,"Expodif-juil.20-4,7475-057",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,7475-058",FR,null,4.92,5.19,0,18.00,6.32,0.35110,1.28460,0.00873,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-5,275-059",FR,null,5.42,5.72,0,19.90,7.43,0.37340,1.37080,0.04301,FALSE,null,2,0.05,1,FALSE
,"Expodif-juil.20-4,431-060",FR,X0017KI06L,4.62,4.87,0,16.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-061",FR,null,4.62,4.87,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,7475-062",FR,X0017KIKD9,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-5,486-063",FR,null,5.62,5.93,0,21.00,7.58,0.36100,1.34880,0.00755,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-4,7475-064",FR,null,4.92,5.19,0,18.00,6.32,0.35110,1.28460,0.00368,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-3,9035-065",FR,null,4.12,4.34,0,15.00,4.95,0.33000,1.20150,0.01010,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-3,6925-066",FR,null,3.92,4.13,0,14.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,7475-067",FR,null,4.92,5.19,0,18.00,6.32,0.35110,1.28460,0.03394,FALSE,null,4,0.04,1,FALSE
,"Expodif-juil.20-6,33-068",FR,null,6.42,6.77,0,23.75,10.43,0.43920,1.62460,0.01429,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,22-069",FR,null,4.42,4.66,0,15.90,4.46,0.28050,1.00900,0.01636,FALSE,null,3,0.02,1,FALSE
,"Expodif-juil.20-4,642-070",FR,null,4.82,5.08,0,17.89,7.52,0.42030,1.56020,0.00334,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-7,0685-071",FR,null,7.12,7.51,0,26.90,9.50,0.35320,1.33430,0.01612,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-5,275-072",FR,null,5.42,5.72,0,19.77,6.74,0.34090,1.24350,0.01897,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-4,22-073",FR,null,4.42,4.66,0,15.00,4.28,0.28530,0.96830,0.04064,FALSE,null,2,0.06,1,FALSE
,"Expodif-juil.20-4,642-074",FR,null,4.82,5.08,0,17.90,5.75,0.32120,1.19290,0.48084,FALSE,null,2,0.50,1,FALSE
,"Expodif-juil.20-3,9035-075",FR,null,4.12,4.34,0,9.59,0.01,0.00100,0.00240,0.00003,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,6925-076",FR,null,3.92,4.13,0,13.81,3.78,0.27370,0.96430,0.08806,FALSE,null,1,0.13,1,FALSE
,"Expodif-juil.20-4,22-077",FR,null,4.42,4.66,0,15.79,4.37,0.27680,0.98870,0.03685,FALSE,null,1,0.05,1,FALSE
,"Expodif-juil.20-4,431-078",FR,null,4.62,4.87,0,15.64,4.62,0.29540,1.00000,0.00489,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,275-079",FR,null,5.42,5.72,0,19.77,6.74,0.34090,1.24350,0.01251,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-4,431-080",FR,null,4.62,4.87,0,16.73,5.55,0.33170,1.20130,0.01346,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-4,431-081",FR,null,4.62,4.87,0,16.90,5.69,0.33670,1.23160,0.22223,FALSE,null,1,0.25,1,FALSE
,"Expodif-juil.20-4,22-082",FR,null,4.42,4.66,0,8.90,-0.88,-0.09890,-0.19910,-0.02196,FALSE,null,2,0.10,1,FALSE
,"Expodif-juil.20-2,532-083",FR,null,2.82,2.97,0,9.50,1.60,0.16840,0.56740,0.00221,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-1,055-084",FR,null,1.42,1.50,0,12.06,2.99,0.31540,2.10560,0.04286,FALSE,null,1,0.04,1,FALSE
,"Expodif-juil.20-1,055-085",FR,null,1.42,1.50,0,15.06,0.93,0.12420,0.65490,0.00197,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,7475-086",FR,null,4.92,5.19,0,17.78,6.13,0.34480,1.24590,0.02602,FALSE,null,2,0.03,1,FALSE
,"Expodif-juil.20-5,486-087",FR,null,5.62,5.93,0,20.90,7.08,0.35650,1.25980,0.00188,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-5,8025-088",FR,null,5.92,6.24,0,21.90,8.04,0.36710,1.35810,0.04170,FALSE,null,1,0.05,1,FALSE
,"Expodif-juil.20-3,6925-089",FR,null,3.92,4.13,0,13.80,3.77,0.27320,0.96170,0.00516,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,6925-090",FR,null,3.92,4.13,0,10.30,0.81,0.07860,0.20660,0.00221,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,275-091",FR,null,5.42,5.72,0,20.00,7.51,0.37550,1.38560,0.00308,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,7475-092",FR,null,4.92,5.19,0,18.00,5.74,0.31890,1.16670,0.01814,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-7,9125-093",FR,null,7.92,8.35,0,29.95,11.17,0.37300,1.41040,0.00370,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,7475-094",FR,X0017KI057,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-5,275-095",FR,null,5.42,5.72,0,19.90,6.85,0.34420,1.26380,0.00774,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-2,6375-096",FR,X0017KHV6V,2.92,3.08,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,7475-097",FR,X0017KFXRP,4.92,5.19,0,18.00,5.45,0.31870,1.10770,0.00126,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,431-098",FR,null,4.62,4.87,0,17.00,5.61,0.34740,1.21430,0.00157,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-2,6375-099",FR,null,2.92,3.08,0,9.90,0.95,0.10100,0.32530,0.00062,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-6,0135-100",FR,null,6.12,6.45,0,22.90,8.68,0.37900,1.41830,0.00845,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,275-101",FR,null,5.42,5.72,0,19.90,7.43,0.37340,1.37080,0.01680,FALSE,null,4,0.02,1,FALSE
,"Expodif-juil.20-5,275-102",FR,null,5.42,5.72,0,19.90,6.84,0.34370,1.26200,0.00201,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-5,275-103",FR,null,5.42,5.72,0,19.90,6.85,0.34420,1.26380,0.31304,FALSE,null,2,0.33,1,FALSE
,"Expodif-juil.20-5,275-104",FR,null,5.42,5.72,0,19.90,7.43,0.37340,1.37080,0.00437,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,431-105",FR,null,4.62,4.87,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-6,0135-106",FR,null,6.12,6.45,0,23.00,8.77,0.38130,1.43300,0.00607,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,9585-107",FR,null,5.12,5.40,0,19.00,6.86,0.36260,1.33950,0.01996,FALSE,null,10,0.02,1,FALSE
,"Expodif-juil.20-5,8025-108",FR,null,5.92,6.24,0,22.00,7.06,0.33780,1.19260,0.00177,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,7475-109",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-6,0135-110",FR,null,6.12,6.45,0,22.56,8.39,0.37190,1.37090,0.00716,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-6,0135-111",FR,null,6.12,6.45,0,22.90,8.68,0.37900,1.41830,0.01389,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-6,0135-112",FR,null,6.12,6.45,0,22.49,8.34,0.37080,1.36270,0.09650,FALSE,null,3,0.11,1,FALSE
,"Expodif-juil.20-3,165-113",FR,null,3.42,3.61,0,11.90,2.08,0.17480,0.60820,0.01124,FALSE,null,2,0.02,1,FALSE
,"Expodif-juil.20-3,165-114",FR,null,3.42,3.61,0,11.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,7475-115",FR,null,4.92,5.19,0,18.00,5.89,0.33490,1.19620,0.00362,FALSE,null,2,0.00,1,FALSE
,"Expodif-juil.20-3,165-116",FR,null,3.42,3.61,0,11.90,2.08,0.17480,0.60820,0.00240,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-6,33-117",FR,null,6.42,6.77,0,20.67,6.49,0.31400,1.01090,0.00177,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-6,0135-118",FR,null,6.12,6.45,0,21.80,7.74,0.35500,1.26470,0.00211,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,431-119",FR,null,4.62,4.87,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-120",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.00437,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,9035-121",FR,null,4.12,4.34,0,11.90,1.96,0.16470,0.47570,0.01151,FALSE,null,1,0.03,1,FALSE
,"Expodif-juil.20-4,431-122",FR,X0017KFY0L,4.62,4.87,0,16.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-5,275-123",FR,null,5.42,5.72,0,19.70,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-5,275-124",FR,null,5.42,5.72,0,13.97,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,7475-125",FR,X0017KI0BV,4.92,5.19,0,17.80,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-3,9035-126",FR,null,4.12,4.34,0,14.84,4.45,0.29990,1.08010,0.15776,FALSE,null,3,0.20,1,FALSE
,"Expodif-juil.20-5,1695-127",FR,null,5.32,5.61,0,19.50,6.61,0.33900,1.24250,0.00336,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-2,6375-128",FR,null,2.92,3.08,0,9.95,1.62,0.16640,0.55480,0.00203,FALSE,null,2,0.00,1,FALSE
,"Expodif-juil.20-2,6375-129",FR,null,2.92,3.08,0,9.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-2,6375-130",FR,null,2.92,3.08,0,9.87,1.72,0.17430,0.58900,0.00109,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-2,6375-131",FR,null,2.92,3.08,0,9.87,1.82,0.18410,0.62220,0.00369,FALSE,null,3,0.01,1,FALSE
,"Expodif-juil.20-2,6375-132",FR,null,2.92,3.08,0,9.95,1.70,0.17360,0.58330,0.00317,FALSE,null,3,0.01,1,FALSE
,"Expodif-juil.20-2,6375-133",FR,null,2.92,3.08,0,9.87,1.82,0.18440,0.62330,0.09509,FALSE,null,3,0.19,1,FALSE
,"Expodif-juil.20-2,6375-134",FR,null,2.92,3.08,0,9.87,1.82,0.18440,0.62330,0.04800,FALSE,null,3,0.10,1,FALSE
,"Expodif-juil.20-2,6375-135",FR,null,2.92,3.08,0,9.87,1.45,0.14660,0.49550,0.00330,FALSE,null,3,0.01,1,FALSE
,"Expodif-juil.20-2,6375-136",FR,null,2.92,3.08,0,9.87,1.45,0.14690,0.49660,0.08398,FALSE,null,3,0.20,1,FALSE
,"Expodif-juil.20-2,6375-137",FR,null,2.92,3.08,0,9.95,1.70,0.17360,0.58330,0.00317,FALSE,null,3,0.01,1,FALSE
,"Expodif-juil.20-2,6375-138",FR,null,2.92,3.08,0,9.95,1.85,0.18560,0.63240,0.00359,FALSE,null,3,0.01,1,FALSE
,"Expodif-juil.20-4,431-139",FR,null,4.62,4.87,0,16.88,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-140",FR,null,4.62,4.87,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-141",FR,null,4.62,4.87,0,16.88,5.09,0.30150,1.10170,0.01052,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-4,431-142",FR,null,4.62,4.87,0,16.98,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-143",FR,null,4.62,4.87,0,15.93,2.92,0.18330,0.63200,0.04166,FALSE,null,2,0.08,1,FALSE
,"Expodif-juil.20-4,431-144",FR,null,4.62,4.87,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-145",FR,X0017KFXQ1,4.62,4.87,0,16.88,3.15,0.20720,0.68180,0.00062,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,431-146",FR,X0017KFXP7,4.62,4.87,0,16.80,3.14,0.19680,0.67970,0.00124,FALSE,null,2,0.00,1,FALSE
,"Expodif-juil.20-4,431-147",FR,null,4.62,4.87,0,12.90,1.73,0.13410,0.37450,0.02805,FALSE,null,2,0.09,1,FALSE
,"Expodif-juil.20-4,431-148",FR,null,4.62,4.87,0,17.00,4.34,0.26870,0.93940,0.00153,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-3,376-149",FR,null,3.62,3.82,0,12.85,3.26,0.25370,0.90060,0.13705,FALSE,null,2,0.20,1,FALSE
,"Expodif-juil.20-3,9035-150",FR,null,4.12,4.34,0,14.98,4.20,0.29520,1.01940,0.00156,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-2,6375-151",FR,null,2.92,3.08,0,9.95,1.51,0.15180,0.51710,0.01074,FALSE,null,2,0.03,1,FALSE
,"Expodif-juil.20-3,2705-152",FR,null,3.52,3.71,0,12.30,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-153",FR,X0017KIK4D,4.62,4.87,0,16.88,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-3,6925-154",FR,null,3.92,4.13,0,13.99,1.98,0.14150,0.50510,0.02763,FALSE,null,1,0.07,1,FALSE
,"Expodif-juil.20-3,587-155",FR,null,3.82,4.03,0,13.50,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-3,376-156",FR,null,3.62,3.82,0,12.74,2.85,0.22860,0.78590,0.00258,FALSE,null,2,0.00,1,FALSE
,"Expodif-juil.20-5,1695-157",FR,null,5.32,5.61,0,13.50,1.53,0.11330,0.28760,0.28760,FALSE,null,3,1.00,1,FALSE
,"Expodif-juil.20-3,798-158",FR,null,4.02,4.24,0,8.35,-0.95,-0.11380,-0.23630,-0.00070,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-3,376-159",FR,null,3.62,3.82,0,12.83,3.25,0.25330,0.89780,0.00784,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-4,7475-160",FR,null,4.92,5.19,0,14.99,3.19,0.21280,0.64840,0.00371,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,6925-161",FR,null,3.92,4.13,0,7.95,-0.96,-0.12080,-0.24490,-0.00475,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-5,275-162",FR,null,5.42,5.72,0,19.95,2.87,0.18880,0.52950,0.00417,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-7,9125-163",FR,null,7.92,8.35,0,29.95,11.17,0.37300,1.41040,0.00659,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,8025-164",FR,null,5.92,6.24,0,21.90,8.04,0.36710,1.35810,0.01335,FALSE,null,3,0.02,1,FALSE
,"Expodif-juil.20-3,165-165",FR,null,3.42,3.61,0,12.00,3.12,0.26000,0.91230,0.00904,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,165-166",FR,null,3.42,3.61,0,11.91,3.04,0.25520,0.88890,0.02577,FALSE,null,1,0.04,1,FALSE
,"Expodif-juil.20-4,5365-167",FR,null,4.72,4.98,0,17.12,6.14,0.35860,1.30080,0.02160,FALSE,null,1,0.03,1,FALSE
,"Expodif-juil.20-4,5365-168",FR,null,4.72,4.98,0,17.24,5.04,0.30770,1.06780,0.00166,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,9585-169",FR,null,5.12,5.40,0,19.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-170",FR,null,4.62,4.87,0,13.03,2.42,0.18570,0.52380,0.18351,FALSE,null,2,0.40,1,FALSE
,"Expodif-juil.20-4,431-171",FR,null,4.62,4.87,0,16.88,5.67,0.33590,1.22730,0.00416,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,7475-172",FR,null,4.92,5.19,0,18.25,6.90,0.37810,1.40240,0.00526,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-6,0135-173",FR,null,6.12,6.45,0,22.90,8.19,0.37640,1.33820,0.00197,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,431-174",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.03295,FALSE,null,1,0.04,1,FALSE
,"Expodif-juil.20-6,0135-175",FR,null,6.12,6.45,0,22.90,8.68,0.37900,1.41830,0.01680,FALSE,null,3,0.02,1,FALSE
,"Expodif-juil.20-3,9035-176",FR,null,4.12,4.34,0,14.90,4.87,0.32680,1.18200,0.00455,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,7475-177",FR,null,4.92,5.19,0,18.00,6.32,0.35110,1.28460,0.04444,FALSE,null,1,0.05,1,FALSE
,"Expodif-juil.20-4,431-178",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.00350,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,7475-179",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-180",FR,null,4.62,4.87,0,16.88,5.67,0.33590,1.22730,0.00628,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,165-181",FR,null,3.42,3.61,0,11.90,3.03,0.25460,0.88600,0.00297,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,431-182",FR,null,4.62,4.87,0,16.88,5.67,0.33590,1.22730,0.30595,FALSE,null,2,0.33,1,FALSE
,"Expodif-juil.20-4,7475-183",FR,null,4.92,5.19,0,17.87,6.21,0.34750,1.26220,0.00585,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,486-184",FR,null,5.62,5.93,0,21.00,7.58,0.36100,1.34880,0.00959,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-4,9585-185",FR,null,5.12,5.40,0,19.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-5,275-186",FR,null,5.42,5.72,0,19.90,5.35,0.31000,0.98710,0.00216,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,431-187",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.00822,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-4,431-188",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.00353,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,9585-189",FR,null,5.12,5.40,0,19.00,6.38,0.33580,1.24610,0.00453,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,275-190",FR,null,5.42,5.72,0,19.77,6.74,0.34090,1.24350,0.00583,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,275-191",FR,null,5.42,5.72,0,20.00,6.92,0.34600,1.27680,0.00258,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-5,275-192",FR,null,5.42,5.72,0,20.00,6.93,0.34650,1.27860,0.05282,FALSE,null,1,0.06,1,FALSE
,"Expodif-juil.20-4,431-193",FR,null,4.62,4.87,0,17.00,5.87,0.35060,1.26980,0.00722,FALSE,null,3,0.01,1,FALSE
,"Expodif-juil.20-4,9585-194",FR,null,5.12,5.40,0,18.17,5.68,0.31260,1.10940,0.03298,FALSE,null,1,0.04,1,FALSE
,"Expodif-juil.20-4,7475-195",FR,null,4.92,5.19,0,19.00,6.58,0.34630,1.33740,0.05450,FALSE,null,1,0.06,1,FALSE
,"Expodif-juil.20-4,9585-196",FR,null,5.12,5.40,0,18.86,5.94,0.33150,1.16020,0.00131,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,9585-197",FR,null,5.12,5.40,0,18.00,5.54,0.30780,1.08200,0.05960,FALSE,null,3,0.08,1,FALSE
,"Expodif-juil.20-5,486-198",FR,null,5.62,5.93,0,21.00,7.58,0.36100,1.34880,0.02006,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-5,275-199",FR,null,5.42,5.72,0,19.77,5.37,0.27160,0.99080,0.01033,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-4,22-200",FR,null,4.42,4.66,0,16.00,4.74,0.30310,1.07130,0.00306,FALSE,null,2,0.00,1,FALSE
,"Expodif-juil.20-4,431-201",FR,null,4.62,4.87,0,17.00,5.97,0.35120,1.29220,0.10926,FALSE,null,3,0.13,1,FALSE
,"Expodif-juil.20-4,431-202",FR,null,4.62,4.87,0,16.88,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,431-203",FR,null,4.62,4.87,0,17.00,5.77,0.33940,1.24890,0.04358,FALSE,null,1,0.05,1,FALSE
,"Expodif-juil.20-4,431-204",FR,null,4.62,4.87,0,16.88,5.67,0.33590,1.22730,0.00925,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-4,7475-205",FR,null,4.92,5.19,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-4,642-206",FR,null,4.82,5.08,0,17.38,5.05,0.30590,1.04770,0.00160,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-4,7475-207",FR,null,4.92,5.19,0,18.00,5.74,0.31890,1.16670,0.01235,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-4,431-208",FR,null,4.62,4.87,0,17.00,5.56,0.33100,1.20400,0.00733,FALSE,null,4,0.01,1,FALSE
,"Expodif-juil.20-6,0135-209",FR,null,6.12,6.45,0,23.00,7.66,0.35060,1.25160,0.00183,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-5,275-210",FR,X0017KIKQV,5.42,5.72,0,19.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-3,165-211",FR,null,3.42,3.61,0,12.00,3.12,0.26000,0.91230,0.00233,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-3,165-212",FR,null,3.42,3.61,0,19.95,0.71,0.06910,0.20760,0.00136,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-5,8025-213",FR,null,5.92,6.24,0,23.90,9.73,0.40710,1.64360,0.02287,FALSE,null,1,0.02,1,FALSE
,"Expodif-juil.20-4,7475-214",FR,null,4.92,5.19,0,18.99,0.67,0.05580,0.13620,0.00160,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,165-215",FR,null,3.42,3.61,0,12.95,2.74,0.22850,0.80120,0.00557,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-2,6375-216",FR,null,2.92,3.08,0,15.00,1.86,0.14260,0.63530,0.00525,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-3,165-217",FR,null,3.42,3.61,0,12.28,2.98,0.24270,0.87130,0.00503,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-3,165-218",FR,null,3.42,3.61,0,14.90,5.20,0.34900,1.52050,0.02008,FALSE,null,2,0.02,1,FALSE
,"Expodif-juil.20-3,9035-219",FR,null,4.12,4.34,0,14.95,4.54,0.30370,1.10190,0.01256,FALSE,null,2,0.02,1,FALSE
,"Expodif-juil.20-3,376-220",FR,null,3.62,3.82,0,12.80,2.60,0.21280,0.71690,0.00219,FALSE,null,2,0.00,1,FALSE
,"Expodif-juil.20-3,376-221",FR,null,3.62,3.82,0,12.90,null,null,null,null,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-2,6375-222",FR,null,2.92,3.08,0,10.00,1.55,0.15500,0.53080,0.00416,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-2,321-223",FR,null,2.62,2.76,0,8.90,0.92,0.10340,0.35110,0.01786,FALSE,null,1,0.06,1,FALSE
,"Expodif-juil.20-3,376-224",FR,null,3.62,3.82,0,10.85,null,null,null,null,FALSE,null,2,0.01,1,FALSE
,"Expodif-juil.20-8,44-225",FR,null,8.42,8.88,0,32.00,12.29,0.38410,1.45960,0.00233,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-3,376-226",FR,null,3.62,3.82,0,10.62,1.38,0.12990,0.38120,0.17524,FALSE,null,1,0.50,1,FALSE
,"Expodif-juil.20-4,853-227",FR,null,5.02,5.29,0,18.38,5.96,0.32430,1.18730,0.00316,FALSE,null,1,0.00,1,FALSE
,"Expodif-juil.20-6,541-228",FR,null,6.62,6.98,0,21.70,7.67,0.35350,1.15860,0.08926,FALSE,null,1,0.11,1,FALSE
,"Expodif-juil.20-2,11-229",FR,null,2.42,2.55,0,8.10,-0.13,-0.01600,-0.05370,-0.00187,FALSE,null,2,0.03,1,FALSE
,"Expodif-juil.20-5,8025-230",FR,null,5.92,6.24,0,20.10,6.51,0.32390,1.09970,0.15993,FALSE,null,1,0.20,1,FALSE
,"Expodif-juil.20-3,587-231",FR,null,3.82,4.03,0,13.38,3.51,0.26230,0.91880,0.00328,FALSE,null,1,0.01,1,FALSE
,"Expodif-juil.20-6,541-232",FR,null,6.62,6.98,0,24.73,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-juil.20-3,9035-233",FR,null,4.12,4.34,0,14.99,4.57,0.30490,1.10920,0.00785,FALSE,null,2,0.01,1,FALSE
